time	V(n015)	V(n017)
3.871610105093212e-002	5.691646e+000	9.956000e+000
3.873250825501380e-002	5.680550e+000	9.955996e+000
3.874928736993120e-002	5.648585e+000	9.955983e+000
3.876473512711281e-002	5.598270e+000	9.955962e+000
3.878898025954320e-002	5.476797e+000	9.955912e+000
3.882822814966998e-002	5.192865e+000	9.955794e+000
3.887705627466998e-002	4.716637e+000	9.955597e+000
3.892588439966998e-002	4.125459e+000	9.955353e+000
3.897471252466998e-002	3.453417e+000	9.955075e+000
3.898574348306207e-002	3.292612e+000	9.955442e+000
3.899677444145417e-002	3.132112e+000	9.955603e+000
3.900780539984627e-002	2.971919e+000	9.955559e+000
3.901883635823836e-002	2.812031e+000	9.955309e+000
3.902986731663045e-002	2.652450e+000	9.954854e+000
3.904089827502255e-002	2.493174e+000	9.954193e+000
3.905192923341465e-002	2.334204e+000	9.953326e+000
3.905377476027899e-002	2.308050e+000	9.951633e+000
3.905554368652356e-002	2.283041e+000	9.948318e+000
3.905720090481604e-002	2.259673e+000	9.941710e+000
3.905850241599829e-002	2.241358e+000	9.931371e+000
3.905926860299538e-002	2.230588e+000	9.919519e+000
3.905987103971374e-002	2.222120e+000	9.901734e+000
3.906036074151930e-002	2.215220e+000	9.872687e+000
3.906088807569164e-002	2.207754e+000	9.813699e+000
3.906136452451547e-002	2.200964e+000	9.728592e+000
3.906203761805793e-002	2.191294e+000	9.537836e+000
3.906271071160038e-002	2.181668e+000	9.342080e+000
3.906338380514283e-002	2.172088e+000	9.141324e+000
3.906405689868528e-002	2.162552e+000	8.935568e+000
3.906472999222773e-002	2.153062e+000	8.724812e+000
3.906540308577018e-002	2.143617e+000	8.509055e+000
3.906607617931263e-002	2.134217e+000	8.288299e+000
3.907524651512136e-002	2.008455e+000	5.406234e+000
3.908427241736995e-002	1.886990e+000	2.588993e+000
3.908687018899784e-002	1.852490e+000	1.790717e+000
3.908896205987810e-002	1.824989e+000	1.164179e+000
3.908971933436946e-002	1.815085e+000	9.470181e-001
3.909040942461582e-002	1.806091e+000	7.601353e-001
3.909070571918997e-002	1.802236e+000	6.851323e-001
3.909097630926930e-002	1.798717e+000	6.217230e-001
3.909123144957643e-002	1.795397e+000	5.649027e-001
3.909155483677602e-002	1.791183e+000	4.904013e-001
3.909175728063848e-002	1.788545e+000	4.368572e-001
3.909199788952165e-002	1.785411e+000	3.662347e-001
3.909226275277215e-002	1.781964e+000	2.878944e-001
3.909275087694602e-002	1.775624e+000	1.688119e-001
3.909372712529375e-002	1.762985e+000	4.666254e-002
3.909543728766849e-002	1.740949e+000	5.625598e-005
3.909758004368050e-002	1.713511e+000	-9.856076e-008
3.910420442433514e-002	1.630327e+000	-3.091405e-007
3.911303693187466e-002	1.522864e+000	-5.955412e-007
3.912532212389371e-002	1.378418e+000	-9.671843e-007
3.913100952765856e-002	1.314089e+000	-1.095717e-006
3.913155289949691e-002	1.308166e+000	-1.100451e-006
3.913263964317359e-002	1.296484e+000	-1.100623e-006
3.914508208696956e-002	1.164588e+000	-1.100655e-006
3.915270705144829e-002	1.087928e+000	-1.100668e-006
3.916505091415262e-002	9.734012e-001	-1.100692e-006
3.918973863956127e-002	7.710232e-001	-1.100731e-006
3.921191617616626e-002	6.172573e-001	-1.100760e-006
3.922730400264091e-002	5.326508e-001	-1.100776e-006
3.924639700470400e-002	4.533050e-001	-1.100792e-006
3.926366064005383e-002	4.054799e-001	-1.100802e-006
3.928723333817176e-002	3.822898e-001	-1.100807e-006
3.932541492267874e-002	4.294536e-001	-1.100797e-006
3.937424304767873e-002	6.114317e-001	-1.100759e-006
3.942307117267873e-002	9.083322e-001	-1.100700e-006
3.947189929767873e-002	1.287563e+000	-1.100627e-006
3.952072742267872e-002	1.699948e+000	-1.100548e-006
3.956955554767872e-002	2.101339e+000	-1.100472e-006
3.959892856071450e-002	2.315274e+000	-1.100432e-006
3.962798211077611e-002	2.488383e+000	-1.100399e-006
3.965680731751090e-002	2.611539e+000	-1.100377e-006
3.969685832210065e-002	2.708762e+000	-1.100359e-006
3.972026224060839e-002	2.722361e+000	-1.100356e-006
3.973767380409496e-002	2.700336e+000	-1.100360e-006
3.976041084131797e-002	2.635985e+000	-1.100372e-006
3.978194750189878e-002	2.536838e+000	-1.100391e-006
3.981688617782629e-002	2.296944e+000	-1.100435e-006
3.986571430282629e-002	1.840636e+000	-1.100520e-006
3.991454242782629e-002	1.265680e+000	-1.100630e-006
3.996337055282628e-002	6.000055e-001	-1.100762e-006
4.001219867782628e-002	-1.082150e-001	-1.100905e-006
4.006102680282628e-002	-8.068212e-001	-1.101050e-006
4.010985492782627e-002	-1.444513e+000	-1.101184e-006
4.015868305282627e-002	-1.984455e+000	-1.101300e-006
4.019630783167001e-002	-2.316426e+000	-1.101374e-006
4.021827467866025e-002	-2.464951e+000	-1.101407e-006
4.023520760416944e-002	-2.550075e+000	-1.101427e-006
4.025616591419697e-002	-2.625137e+000	-1.101444e-006
4.027503910329126e-002	-2.662315e+000	-1.101452e-006
4.030570681615625e-002	-2.657239e+000	-1.101451e-006
4.035453494115625e-002	-2.534743e+000	-1.101423e-006
4.039637113848432e-002	-2.332799e+000	-1.101377e-006
4.043309457816682e-002	-2.084567e+000	-1.101323e-006
4.046886309165802e-002	-1.798723e+000	-1.101261e-006
4.051769121665801e-002	-1.383757e+000	-1.101172e-006
4.056651934165801e-002	-9.872811e-001	-1.101087e-006
4.061534746665801e-002	-6.567664e-001	-1.101017e-006
4.066417559165800e-002	-4.282306e-001	-1.100969e-006
4.070221226189585e-002	-3.340994e-001	-1.100950e-006
4.071922962742339e-002	-3.261400e-001	-1.100948e-006
4.073628054054173e-002	-3.465002e-001	-1.100953e-006
4.075749064955908e-002	-4.009869e-001	-1.100964e-006
4.077719542608867e-002	-4.841114e-001	-1.100982e-006
4.080919978493686e-002	-6.882817e-001	-1.101024e-006
4.085802790993686e-002	-1.118985e+000	-1.101114e-006
4.090685603493686e-002	-1.670259e+000	-1.101233e-006
4.095568415993686e-002	-2.318481e+000	-1.101375e-006
4.100451228493685e-002	-3.016481e+000	-1.101533e-006
4.105334040993685e-002	-3.712380e+000	-1.101693e-006
4.110216853493685e-002	-4.354429e+000	-1.101845e-006
4.115099665993684e-002	-4.895844e+000	-1.101975e-006
4.119982478493684e-002	-5.326147e+000	-1.102080e-006
4.121744383965249e-002	-5.443309e+000	-1.102110e-006
4.123412887820972e-002	-5.524339e+000	-1.102130e-006
4.125216553065166e-002	-5.589073e+000	-1.102146e-006
4.126852613170556e-002	-5.624221e+000	-1.102155e-006
4.129514017426693e-002	-5.631020e+000	-1.102157e-006
4.133812385103114e-002	-5.542668e+000	-1.102135e-006
4.138695197603114e-002	-5.318681e+000	-1.102079e-006
4.143578010103113e-002	-4.984098e+000	-1.101997e-006
4.148460822603113e-002	-4.578040e+000	-1.101898e-006
4.153343635103113e-002	-4.150954e+000	-1.101796e-006
4.158226447603113e-002	-3.755153e+000	-1.101703e-006
4.163109260103112e-002	-3.439933e+000	-1.101629e-006
4.167992072603112e-002	-3.230089e+000	-1.101580e-006
4.170823357537661e-002	-3.169288e+000	-1.101566e-006
4.172375129571442e-002	-3.165127e+000	-1.101565e-006
4.174175843748395e-002	-3.186852e+000	-1.101570e-006
4.176193444995913e-002	-3.239329e+000	-1.101582e-006
4.178442606058323e-002	-3.337558e+000	-1.101605e-006
4.182088831169271e-002	-3.578056e+000	-1.101661e-006
4.186971643669270e-002	-4.020649e+000	-1.101765e-006
4.191854456169270e-002	-4.579161e+000	-1.101899e-006
4.196737268669270e-002	-5.223335e+000	-1.102056e-006
4.201620081169270e-002	-5.904461e+000	-1.102226e-006
4.206502893669269e-002	-6.570259e+000	-1.102396e-006
4.211385706169269e-002	-7.169748e+000	-1.102552e-006
4.216268518669269e-002	-7.681726e+000	-1.102686e-006
4.218130164077833e-002	-7.846126e+000	-1.102735e-006
4.219131858517290e-002	-7.918437e+000	-1.102749e-006
4.219812119404266e-002	-7.963624e+000	-1.102761e-006
4.220330578917890e-002	-7.995967e+000	-1.102770e-006
4.220781347354990e-002	-8.022680e+000	-1.102777e-006
4.221083933428356e-002	-8.039558e+000	-1.102781e-006
4.221132114575515e-002	-8.042177e+000	-1.102782e-006
4.221228476869832e-002	-8.047377e+000	-1.102783e-006
4.221290975854633e-002	-8.050719e+000	-1.102784e-006
4.221336656313961e-002	-8.053143e+000	-1.102785e-006
4.221383958348332e-002	-8.055634e+000	-1.102786e-006
4.221429008766650e-002	-8.057992e+000	-1.102786e-006
4.221477164288165e-002	-8.060496e+000	-1.102787e-006
4.221557495175651e-002	-8.064635e+000	-1.102788e-006
4.221848143576009e-002	-8.079147e+000	-1.102792e-006
4.222138791976367e-002	-8.092988e+000	-1.102796e-006
4.222429440376724e-002	-8.106157e+000	-1.102799e-006
4.222720088777083e-002	-8.118655e+000	-1.102803e-006
4.223010737177441e-002	-8.130481e+000	-1.102806e-006
4.223301385577798e-002	-8.141637e+000	-1.102809e-006
4.223592033978156e-002	-8.152121e+000	-1.102811e-006
4.224739001285827e-002	-8.189617e+000	-1.102822e-006
4.225082548736640e-002	-8.199375e+000	-1.102824e-006
4.225158452771743e-002	-8.201303e+000	-1.102825e-006
4.225196360129880e-002	-8.202232e+000	-1.102825e-006
4.225230613610894e-002	-8.203059e+000	-1.102825e-006
4.225267527091139e-002	-8.203939e+000	-1.102825e-006
4.225312011691759e-002	-8.204984e+000	-1.102826e-006
4.225396870314373e-002	-8.206932e+000	-1.102826e-006
4.225506072451608e-002	-8.209356e+000	-1.102827e-006
4.225674919232318e-002	-8.212902e+000	-1.102828e-006
4.225951983192081e-002	-8.218176e+000	-1.102829e-006
4.226450704203845e-002	-8.225925e+000	-1.102831e-006
4.227378432487958e-002	-8.236449e+000	-1.102834e-006
4.227926330899643e-002	-8.240278e+000	-1.102835e-006
4.228296588747920e-002	-8.241586e+000	-1.102835e-006
4.228316762187788e-002	-8.241620e+000	-1.102835e-006
4.228522438658044e-002	-8.241662e+000	-1.102835e-006
4.229488639910737e-002	-8.237428e+000	-1.102834e-006
4.230454841163430e-002	-8.225851e+000	-1.102831e-006
4.231421042416123e-002	-8.206932e+000	-1.102826e-006
4.232387243668816e-002	-8.180671e+000	-1.102819e-006
4.233353444921510e-002	-8.147067e+000	-1.102810e-006
4.234319646174203e-002	-8.106121e+000	-1.102799e-006
4.235285847426896e-002	-8.057832e+000	-1.102786e-006
4.240168659926896e-002	-7.758129e+000	-1.102706e-006
4.245051472426895e-002	-7.370315e+000	-1.102604e-006
4.249934284926895e-002	-6.925173e+000	-1.102487e-006
4.254817097426895e-002	-6.474241e+000	-1.102370e-006
4.259699909926894e-002	-6.069436e+000	-1.102267e-006
4.264582722426894e-002	-5.758224e+000	-1.102188e-006
4.269465534926894e-002	-5.554105e+000	-1.102137e-006
4.271374865920944e-002	-5.514421e+000	-1.102127e-006
4.272958406594571e-002	-5.508657e+000	-1.102126e-006
4.274507586359257e-002	-5.522232e+000	-1.102129e-006
4.276316929616487e-002	-5.562109e+000	-1.102139e-006
4.278643436995164e-002	-5.653174e+000	-1.102162e-006
4.282412733268581e-002	-5.883918e+000	-1.102220e-006
4.287295545768580e-002	-6.303289e+000	-1.102327e-006
4.292178358268580e-002	-6.836804e+000	-1.102464e-006
4.297061170768580e-002	-7.452427e+000	-1.102626e-006
4.301943983268580e-002	-8.101074e+000	-1.102798e-006
4.306826795768579e-002	-8.730408e+000	-1.102968e-006
4.311709608268579e-002	-9.289718e+000	-1.103121e-006
4.316592420768579e-002	-9.744285e+000	-1.103246e-006
4.320289037162655e-002	-1.000560e+001	-1.103318e-006
4.321973759768321e-002	-1.009057e+001	-1.103342e-006
4.323689385104465e-002	-1.014783e+001	-1.103357e-006
4.326011938337041e-002	-1.019140e+001	-1.103370e-006
4.328147329631706e-002	-1.019326e+001	-1.103370e-006
4.331611991463769e-002	-1.011696e+001	-1.103349e-006
4.336494803963769e-002	-9.887015e+000	-1.103285e-006
4.341377616463769e-002	-9.536381e+000	-1.103188e-006
4.346260428963768e-002	-9.092392e+000	-1.103067e-006
4.351143241463768e-002	-8.603106e+000	-1.102933e-006
4.356026053963768e-002	-8.120617e+000	-1.102803e-006
4.360908866463768e-002	-7.696198e+000	-1.102690e-006
4.365791678963767e-002	-7.370097e+000	-1.102603e-006
4.369976141490034e-002	-7.182176e+000	-1.102554e-006
4.371739649767609e-002	-7.138756e+000	-1.102542e-006
4.373407193320245e-002	-7.125181e+000	-1.102539e-006
4.375206441362355e-002	-7.132906e+000	-1.102541e-006
4.376836148658565e-002	-7.162922e+000	-1.102549e-006
4.379487277343461e-002	-7.260891e+000	-1.102575e-006
4.383769511039946e-002	-7.516079e+000	-1.102642e-006
4.388652323539946e-002	-7.928027e+000	-1.102752e-006
4.393535136039946e-002	-8.447747e+000	-1.102891e-006
4.398417948539946e-002	-9.036194e+000	-1.103051e-006
4.403300761039945e-002	-9.642910e+000	-1.103218e-006
4.408183573539945e-002	-1.021547e+001	-1.103376e-006
4.413066386039945e-002	-1.072349e+001	-1.103518e-006
4.414447170190302e-002	-1.083533e+001	-1.103549e-006
4.415220982035002e-002	-1.087197e+001	-1.103559e-006
4.415986492254889e-002	-1.088927e+001	-1.103564e-006
4.416624753436407e-002	-1.089762e+001	-1.103566e-006
4.417315996428134e-002	-1.090373e+001	-1.103568e-006
4.418698482411588e-002	-1.091190e+001	-1.103570e-006
4.420357249386925e-002	-1.091820e+001	-1.103572e-006
4.422688945742805e-002	-1.092329e+001	-1.103573e-006
4.424588403783480e-002	-1.092527e+001	-1.103574e-006
4.426346988487256e-002	-1.092549e+001	-1.103574e-006
4.428692316307274e-002	-1.092336e+001	-1.103573e-006
4.432491512374389e-002	-1.091077e+001	-1.103570e-006
4.436563668722546e-002	-1.087632e+001	-1.103560e-006
4.437873894483178e-002	-1.084799e+001	-1.103552e-006
4.438494820085173e-002	-1.082150e+001	-1.103545e-006
4.439007985761742e-002	-1.078976e+001	-1.103536e-006
4.439520162711946e-002	-1.075154e+001	-1.103525e-006
4.439870481463560e-002	-1.072259e+001	-1.103517e-006
4.440292042970466e-002	-1.068575e+001	-1.103507e-006
4.440752413962829e-002	-1.064413e+001	-1.103495e-006
4.441384915026504e-002	-1.058518e+001	-1.103479e-006
4.442193031692184e-002	-1.050715e+001	-1.103457e-006
4.443635796064561e-002	-1.036104e+001	-1.103417e-006
4.446419784499262e-002	-1.006316e+001	-1.103334e-006
4.451302596999262e-002	-9.522972e+000	-1.103185e-006
4.456185409499262e-002	-8.996823e+000	-1.103041e-006
4.461068221999261e-002	-8.530131e+000	-1.102914e-006
4.465951034499261e-002	-8.162141e+000	-1.102814e-006
4.470038913200415e-002	-7.943305e+000	-1.102755e-006
4.471786558034113e-002	-7.884976e+000	-1.102740e-006
4.473463638911774e-002	-7.856490e+000	-1.102732e-006
4.475306666377076e-002	-7.848434e+000	-1.102730e-006
4.476999338621726e-002	-7.865580e+000	-1.102735e-006
4.479752258676847e-002	-7.946092e+000	-1.102756e-006
4.484194018330911e-002	-8.178131e+000	-1.102818e-006
4.489076830830911e-002	-8.554068e+000	-1.102920e-006
4.493959643330910e-002	-9.035517e+000	-1.103051e-006
4.498842455830910e-002	-9.581375e+000	-1.103201e-006
4.503725268330910e-002	-1.014083e+001	-1.103356e-006
4.508608080830909e-002	-1.067610e+001	-1.103504e-006
4.510073603468143e-002	-1.081571e+001	-1.103543e-006
4.510791905004703e-002	-1.086204e+001	-1.103556e-006
4.511538853538435e-002	-1.088682e+001	-1.103563e-006
4.512116792386440e-002	-1.089704e+001	-1.103566e-006
4.512727983590027e-002	-1.090401e+001	-1.103568e-006
4.513824669453991e-002	-1.091250e+001	-1.103570e-006
4.515520610161242e-002	-1.092091e+001	-1.103573e-006
4.518012773176459e-002	-1.092813e+001	-1.103575e-006
4.520863609518403e-002	-1.093276e+001	-1.103576e-006
4.522405442589469e-002	-1.093404e+001	-1.103576e-006
4.524212710298179e-002	-1.093457e+001	-1.103576e-006
4.526207177291534e-002	-1.093429e+001	-1.103576e-006
4.528464942083042e-002	-1.093251e+001	-1.103576e-006
4.532124872177692e-002	-1.092338e+001	-1.103573e-006
4.537007684677692e-002	-1.089373e+001	-1.103565e-006
4.538551807151707e-002	-1.086799e+001	-1.103558e-006
4.539380759100746e-002	-1.083841e+001	-1.103549e-006
4.539831388243534e-002	-1.081225e+001	-1.103542e-006
4.540265347717599e-002	-1.077871e+001	-1.103533e-006
4.540656800296320e-002	-1.074352e+001	-1.103523e-006
4.541052841573071e-002	-1.070481e+001	-1.103512e-006
4.541483671458703e-002	-1.066082e+001	-1.103500e-006
4.541932887343712e-002	-1.061366e+001	-1.103487e-006
4.542555498700138e-002	-1.054672e+001	-1.103468e-006
4.543453566053573e-002	-1.044730e+001	-1.103441e-006
4.545191745164322e-002	-1.024713e+001	-1.103385e-006
4.548668103385820e-002	-9.831808e+000	-1.103270e-006
4.553550915885820e-002	-9.245449e+000	-1.103109e-006
4.558433728385820e-002	-8.693661e+000	-1.102958e-006
4.563316540885819e-002	-8.223248e+000	-1.102831e-006
4.568199353385819e-002	-7.857613e+000	-1.102733e-006
4.570901449987141e-002	-7.712717e+000	-1.102694e-006
4.572433948924914e-002	-7.658890e+000	-1.102680e-006
4.574247395096753e-002	-7.621220e+000	-1.102670e-006
4.576220094489562e-002	-7.607473e+000	-1.102666e-006
4.578485951810276e-002	-7.631498e+000	-1.102672e-006
4.582158769214073e-002	-7.751689e+000	-1.102704e-006
4.587041581714073e-002	-8.031303e+000	-1.102779e-006
4.591924394214073e-002	-8.425674e+000	-1.102885e-006
4.596807206714072e-002	-8.904146e+000	-1.103015e-006
4.601690019214072e-002	-9.417962e+000	-1.103156e-006
4.606572831714072e-002	-9.914870e+000	-1.103293e-006
4.611455644214071e-002	-1.034397e+001	-1.103412e-006
4.616338456714071e-002	-1.068403e+001	-1.103507e-006
4.618191400001524e-002	-1.077820e+001	-1.103533e-006
4.619318039026390e-002	-1.081635e+001	-1.103543e-006
4.620400307482068e-002	-1.084014e+001	-1.103550e-006
4.621257140223162e-002	-1.085145e+001	-1.103553e-006
4.622190294947275e-002	-1.085822e+001	-1.103555e-006
4.623045995691782e-002	-1.086090e+001	-1.103556e-006
4.624266497552985e-002	-1.085976e+001	-1.103556e-006
4.625840658393235e-002	-1.085165e+001	-1.103553e-006
4.626782058782844e-002	-1.084193e+001	-1.103551e-006
4.627481444579338e-002	-1.083055e+001	-1.103547e-006
4.628079488284713e-002	-1.081723e+001	-1.103544e-006
4.628678881825768e-002	-1.080015e+001	-1.103539e-006
4.629277906458199e-002	-1.077927e+001	-1.103533e-006
4.629893836371938e-002	-1.075387e+001	-1.103526e-006
4.630608449639687e-002	-1.072004e+001	-1.103517e-006
4.631376659256127e-002	-1.067913e+001	-1.103505e-006
4.632215172081471e-002	-1.062930e+001	-1.103491e-006
4.633273454878813e-002	-1.055871e+001	-1.103472e-006
4.634881725723121e-002	-1.043427e+001	-1.103437e-006
4.638098267411738e-002	-1.013665e+001	-1.103354e-006
4.642981079911738e-002	-9.603227e+000	-1.103207e-006
4.647863892411738e-002	-9.002652e+000	-1.103042e-006
4.652746704911737e-002	-8.373655e+000	-1.102872e-006
4.657629517411737e-002	-7.768641e+000	-1.102709e-006
4.662512329911737e-002	-7.237574e+000	-1.102569e-006
4.667395142411736e-002	-6.809763e+000	-1.102457e-006
4.670597127730794e-002	-6.598321e+000	-1.102402e-006
4.672204955648755e-002	-6.522970e+000	-1.102382e-006
4.673969202876668e-002	-6.467700e+000	-1.102368e-006
4.676116419104033e-002	-6.430622e+000	-1.102359e-006
4.678317310788770e-002	-6.431231e+000	-1.102359e-006
4.681886579377184e-002	-6.511701e+000	-1.102380e-006
4.686769391877184e-002	-6.741506e+000	-1.102439e-006
4.691652204377184e-002	-7.087380e+000	-1.102529e-006
4.696535016877183e-002	-7.520185e+000	-1.102643e-006
4.701417829377183e-002	-7.991508e+000	-1.102769e-006
4.706300641877183e-002	-8.449176e+000	-1.102892e-006
4.711183454377182e-002	-8.842107e+000	-1.102998e-006
4.716066266877182e-002	-9.132020e+000	-1.103077e-006
4.720084142176446e-002	-9.280246e+000	-1.103118e-006
4.721820375111300e-002	-9.308513e+000	-1.103126e-006
4.723504362144328e-002	-9.307747e+000	-1.103125e-006
4.725378967295703e-002	-9.282441e+000	-1.103119e-006
4.727117056970195e-002	-9.232687e+000	-1.103105e-006
4.729943323856023e-002	-9.095243e+000	-1.103067e-006
4.734499606516653e-002	-8.765013e+000	-1.102977e-006
4.739382419016653e-002	-8.286819e+000	-1.102848e-006
4.744265231516653e-002	-7.700806e+000	-1.102691e-006
4.749148044016652e-002	-7.049474e+000	-1.102520e-006
4.754030856516652e-002	-6.383883e+000	-1.102348e-006
4.758913669016652e-002	-5.756275e+000	-1.102188e-006
4.763796481516652e-002	-5.215192e+000	-1.102053e-006
4.768679294016651e-002	-4.780313e+000	-1.101946e-006
4.771081520591906e-002	-4.617269e+000	-1.101907e-006
4.772593317494427e-002	-4.542300e+000	-1.101889e-006
4.774470046246105e-002	-4.475034e+000	-1.101872e-006
4.776302964481336e-002	-4.434605e+000	-1.101863e-006
4.778620727011240e-002	-4.424584e+000	-1.101860e-006
4.782376124139801e-002	-4.491460e+000	-1.101876e-006
4.787258936639801e-002	-4.699112e+000	-1.101927e-006
4.792141749139801e-002	-5.021415e+000	-1.102005e-006
4.797024561639800e-002	-5.426599e+000	-1.102105e-006
4.801907374139800e-002	-5.865670e+000	-1.102215e-006
4.806790186639800e-002	-6.286346e+000	-1.102322e-006
4.811672999139800e-002	-6.637934e+000	-1.102412e-006
4.816555811639799e-002	-6.885473e+000	-1.102476e-006
4.820274862594090e-002	-6.991050e+000	-1.102504e-006
4.821963138915762e-002	-7.004882e+000	-1.102507e-006
4.823676557212685e-002	-6.989722e+000	-1.102503e-006
4.826007142866309e-002	-6.935158e+000	-1.102489e-006
4.828139527137447e-002	-6.847272e+000	-1.102466e-006
4.831599381827717e-002	-6.625810e+000	-1.102409e-006
4.836482194327717e-002	-6.191535e+000	-1.102298e-006
4.841365006827716e-002	-5.637342e+000	-1.102158e-006
4.846247819327716e-002	-4.990599e+000	-1.101998e-006
4.851130631827716e-002	-4.299392e+000	-1.101831e-006
4.856013444327716e-002	-3.615852e+000	-1.101670e-006
4.860896256827715e-002	-2.991303e+000	-1.101526e-006
4.865779069327715e-002	-2.436240e+000	-1.101400e-006
4.866561007562564e-002	-2.363752e+000	-1.101384e-006
4.867727707860810e-002	-2.262976e+000	-1.101361e-006
4.868041067509089e-002	-2.237441e+000	-1.101356e-006
4.868317653871608e-002	-2.215463e+000	-1.101351e-006
4.868543552689728e-002	-2.197865e+000	-1.101347e-006
4.868698142541991e-002	-2.186015e+000	-1.101344e-006
4.868740086880823e-002	-2.182842e+000	-1.101344e-006
4.868793169844129e-002	-2.178840e+000	-1.101343e-006
4.868838235170252e-002	-2.175457e+000	-1.101342e-006
4.868885617615469e-002	-2.171916e+000	-1.101341e-006
4.868930176356744e-002	-2.168600e+000	-1.101340e-006
4.868976503239759e-002	-2.165165e+000	-1.101340e-006
4.869056031772185e-002	-2.159306e+000	-1.101338e-006
4.869361435447574e-002	-2.137393e+000	-1.101334e-006
4.869666839122964e-002	-2.116069e+000	-1.101329e-006
4.869972242798353e-002	-2.095333e+000	-1.101324e-006
4.870277646473743e-002	-2.075186e+000	-1.101320e-006
4.870583050149133e-002	-2.055626e+000	-1.101316e-006
4.870888453824522e-002	-2.036655e+000	-1.101312e-006
4.871193857499911e-002	-2.018272e+000	-1.101307e-006
4.871462893980481e-002	-2.002826e+000	-1.101304e-006
4.871671508550852e-002	-1.991106e+000	-1.101301e-006
4.871771695359953e-002	-1.985599e+000	-1.101300e-006
4.871853121567510e-002	-1.981186e+000	-1.101299e-006
4.871890326661518e-002	-1.979187e+000	-1.101299e-006
4.871922548582613e-002	-1.977466e+000	-1.101298e-006
4.871947041665806e-002	-1.976163e+000	-1.101298e-006
4.871975128691685e-002	-1.974675e+000	-1.101298e-006
4.872006127129448e-002	-1.973038e+000	-1.101298e-006
4.872025341070017e-002	-1.972028e+000	-1.101297e-006
4.872053461473393e-002	-1.970554e+000	-1.101297e-006
4.872084046233735e-002	-1.968959e+000	-1.101297e-006
4.872145215754419e-002	-1.965795e+000	-1.101296e-006
4.872267554795788e-002	-1.959550e+000	-1.101295e-006
4.872420536118263e-002	-1.951879e+000	-1.101293e-006
4.872912313474490e-002	-1.928685e+000	-1.101288e-006
4.873568016616128e-002	-1.901229e+000	-1.101282e-006
4.874879422899402e-002	-1.853575e+000	-1.101271e-006
4.875597254355561e-002	-1.831556e+000	-1.101267e-006
4.875986973250712e-002	-1.821379e+000	-1.101265e-006
4.876036694152095e-002	-1.820197e+000	-1.101264e-006
4.876136135954862e-002	-1.817962e+000	-1.101264e-006
4.877227755745740e-002	-1.798276e+000	-1.101259e-006
4.878319375536618e-002	-1.788090e+000	-1.101257e-006
4.879410995327497e-002	-1.787406e+000	-1.101257e-006
4.880502615118375e-002	-1.796222e+000	-1.101259e-006
4.881594234909253e-002	-1.814538e+000	-1.101263e-006
4.882685854700131e-002	-1.842355e+000	-1.101269e-006
4.883777474491010e-002	-1.879673e+000	-1.101277e-006
4.888660286991010e-002	-2.100100e+000	-1.101326e-006
4.892026155767885e-002	-2.315665e+000	-1.101373e-006
4.896174278446543e-002	-2.642164e+000	-1.101446e-006
4.899991396416305e-002	-2.968506e+000	-1.101520e-006
4.904688274694644e-002	-3.367508e+000	-1.101612e-006
4.909571087194644e-002	-3.734049e+000	-1.101697e-006
4.914453899694644e-002	-4.006150e+000	-1.101761e-006
4.919336712194643e-002	-4.169323e+000	-1.101799e-006
4.921326902768654e-002	-4.193287e+000	-1.101805e-006
4.922898747216187e-002	-4.184614e+000	-1.101803e-006
4.924494280798718e-002	-4.155426e+000	-1.101796e-006
4.926311980076122e-002	-4.097580e+000	-1.101782e-006
4.928635388167202e-002	-3.983183e+000	-1.101755e-006
4.932399758860090e-002	-3.713577e+000	-1.101692e-006
4.937282571360090e-002	-3.241596e+000	-1.101583e-006
4.942165383860089e-002	-2.657148e+000	-1.101450e-006
4.946017709372755e-002	-2.130912e+000	-1.101333e-006
4.955274655049717e-002	-7.941097e-001	-1.101046e-006
4.960157467549717e-002	-1.440313e-001	-1.100911e-006
4.965040280049717e-002	4.084635e-001	-1.100799e-006
4.969740131676936e-002	8.355203e-001	-1.100714e-006
4.971563551622382e-002	9.627176e-001	-1.100689e-006
4.973192980209964e-002	1.048396e+000	-1.100672e-006
4.974825986421453e-002	1.114257e+000	-1.100659e-006
4.976435320199062e-002	1.157580e+000	-1.100651e-006
4.978835936514426e-002	1.180519e+000	-1.100646e-006
4.982722859471668e-002	1.131545e+000	-1.100656e-006
4.987605671971668e-002	9.479008e-001	-1.100692e-006
4.992488484471667e-002	6.497537e-001	-1.100751e-006
4.997371296971667e-002	2.731613e-001	-1.100826e-006
5.000000000000000e-002	5.067890e-002	-1.100871e-006
